code,sum1,system1,sum2,system2
643#1#4,"The Orlando Magic ( 24 - 41 ) defeated the Chicago Bulls ( 31 - 33 ) 98 - 91 . Elfrid Payton scored 22 points ( 8 - 12 FG , 0 - 1 3PT , 6 - 7 FT ) to go with 14 rebounds . Jimmy Butler scored 21 points ( 7 - 21 FG , 3 - 8 3PT , 4 - 5 FT ) to go with 4 rebounds . Evan Fournier scored 20 points ( 7 - 17 FG , 3 - 5 3PT , 3 - 4 FT ) to go with 9 rebounds . Terrence Ross scored 14 points ( 5 - 12 FG , 2 - 4 3PT , 2 - 3 FT ) to go with 3 rebounds . Jerian Grant scored 13 points ( 5 - 9 FG , 3 - 4 3PT , 0 - 0 FT ) to go with 5 rebounds . Aaron Gordon scored 13 points ( 4 - 7 FG , 0 - 1 3PT , 5 - 6 FT ) to go with 4 rebounds . The Orlando Magic ' next game will be at home against the Dallas Mavericks, while the Chicago Bulls will travel to play the Bulls .",sys1,"The Orlando Magic ( 24 - 41 ) defeated the Chicago Bulls ( 31 - 33 ) 98 - 91 on Friday . The Magic came into this game as a double - digit favorite , but they did n't disappoint in this game . In fact , the Magic led by 10 after the first quarter and took a lead into the half . Rebounding was the difference in the game , with Orlando winning that battle , 48 - 44 . The Bulls ( 31 - 33 ) had to play this game extremely shorthanded and they did n't play their best . Elfrid Payton led the team in scoring , as he tallied 22 points , 14 rebounds and 14 assists . Evan Fournier was second on the team , as he tallied 20 points , nine rebounds and two steals . Terrence Ross was second on the team , finishing with 14 points and three rebounds . All five starters scored in double figures for the Magic , as they shot just 42 percent from the field . The Bulls ( 31 - 33 ) had to play this game extremely shorthanded and they did n't play their best . Jimmy Butler was the player of the game , as he tallied 21 points , four rebounds and nine assists . Jerian Grant was second on the team , totaling 13 points and five rebounds . The Bulls will look to bounce back on Friday in a road matchup against the Philadelphia 76ers .",sys4
643#2#3,"The Chicago Bulls defeated the host Orlando Magic , 98 - 91 , at Amway Center on Friday evening . The Magic ( 24 - 41 ) came in to Monday 's contest looking to snap a five - game losing streak , and have now won three of their last four games . They were able to pull away in the fourth quarter , outscoring the Magic ( 24 - 41 ) by a 57 - 50 margin over the second and third periods . However , the Bulls ( 31 - 33 ) were able to hang on to make it a one - point game at the end of the third quarter , as they outscored the Magic ( 24 - 41 ) by a 34 - 14 margin in the final 12 minutes . Jimmy Butler led the way for the Bulls ( 31 - 33 ) with 21 points , nine assists , four rebounds , one steal , one block and one block . Jimmy Butler followed with 21 points , nine assists , four rebounds , one steal and one block . Rajon Rondo was right behind him with a modest eight points , six assists , five rebounds and a block . Rajon Rondo was right behind him with a modest eight points , six assists , five rebounds and a block . Joffrey Lauvergne led the bench with 11 points , eight rebounds and four assists . The Bulls ( 31 - 33 ) were led by Jimmy Butler 's 21 points , which he supplemented with nine assists , four rebounds , one steal and one block . Jimmy Butler was right behind him with 21 points , nine assists , four rebounds , one steal and one block . Rajon Rondo was right behind him with a modest eight points , six assists , five rebounds and a block . Bobby Portis led the second unit with eight points , three rebounds and one assist . The Bulls head back home to take on the Los Angeles Clippers on Monday night , while the Magic remain home and await the Miami Heat for a Monday night showdown .",sys2,"The Orlando Magic defeated the Chicago Bulls , 98 - 91 , at Amway Center on Saturday evening . The Bulls ( 24 - 41 ) checked in to Wednesday 's contest with a golden opportunity to keep their faint playoff hopes alive , as the Bulls ( 31 - 41 ) were able to pierce Orlando 's armor Wednesday , touching up Gregg Popovich 's crew for a season - high 98 points . Orlando was led by Elfrid Payton , who posted a 22 - point , 14 - assist double - double that also included 14 rebounds , two steals and two blocks . Evan Fournier was next with 20 points , two assists , nine rebounds and two steals . Terrence Ross was next with a bench - leading 14 points , which he supplemented with three rebounds and one assist . Jerian Grant tallied 13 points , along with five rebounds , two assists and one steal . Robin Lopez provided 10 points , nine rebounds , one assist and two blocks . Cristiano Felicio led the bench with 11 points , two rebounds and one assist . Jimmy Butler led the Magic with 21 points , nine assists , four rebounds , one steal and one block . Evan Fournier registered 20 points , nine rebounds , two assists and two steals . Jerian Grant registered 13 points , five rebounds , two assists and one steal . Cristiano Felicio supplied a 11 - point , 2 - rebound double - double that also included one assist and one block . Aaron Gordon led the second unit with 13 points , four rebounds , two steals and one block . Jimmy Butler led the Bulls with 21 points , four rebounds , nine assists , one steal and one block . Terrence Ross led the bench with 14 points , three rebounds and one assist . Jerian Grant provided 13 points , five rebounds , two assists and one steal . Robin Lopez provided 10 points , nine boards , one assist and two blocks . Cristiano Felicio led the bench with 11 points , two rebounds and one assist . The Bulls head back home to tangle with the Golden State Warriors on Friday night , while the Magic remain home to tangle with the Miami Heat on Monday evening .",sys3
643#2#4,"The Chicago Bulls defeated the host Orlando Magic , 98 - 91 , at Amway Center on Friday evening . The Magic ( 24 - 41 ) came in to Monday 's contest looking to snap a five - game losing streak , and have now won three of their last four games . They were able to pull away in the fourth quarter , outscoring the Magic ( 24 - 41 ) by a 57 - 50 margin over the second and third periods . However , the Bulls ( 31 - 33 ) were able to hang on to make it a one - point game at the end of the third quarter , as they outscored the Magic ( 24 - 41 ) by a 34 - 14 margin in the final 12 minutes . Jimmy Butler led the way for the Bulls ( 31 - 33 ) with 21 points , nine assists , four rebounds , one steal , one block and one block . Jimmy Butler followed with 21 points , nine assists , four rebounds , one steal and one block . Rajon Rondo was right behind him with a modest eight points , six assists , five rebounds and a block . Rajon Rondo was right behind him with a modest eight points , six assists , five rebounds and a block . Joffrey Lauvergne led the bench with 11 points , eight rebounds and four assists . The Bulls ( 31 - 33 ) were led by Jimmy Butler 's 21 points , which he supplemented with nine assists , four rebounds , one steal and one block . Jimmy Butler was right behind him with 21 points , nine assists , four rebounds , one steal and one block . Rajon Rondo was right behind him with a modest eight points , six assists , five rebounds and a block . Bobby Portis led the second unit with eight points , three rebounds and one assist . The Bulls head back home to take on the Los Angeles Clippers on Monday night , while the Magic remain home and await the Miami Heat for a Monday night showdown .",sys2,"The Orlando Magic ( 24 - 41 ) defeated the Chicago Bulls ( 31 - 33 ) 98 - 91 on Friday . The Magic came into this game as a double - digit favorite , but they did n't disappoint in this game . In fact , the Magic led by 10 after the first quarter and took a lead into the half . Rebounding was the difference in the game , with Orlando winning that battle , 48 - 44 . The Bulls ( 31 - 33 ) had to play this game extremely shorthanded and they did n't play their best . Elfrid Payton led the team in scoring , as he tallied 22 points , 14 rebounds and 14 assists . Evan Fournier was second on the team , as he tallied 20 points , nine rebounds and two steals . Terrence Ross was second on the team , finishing with 14 points and three rebounds . All five starters scored in double figures for the Magic , as they shot just 42 percent from the field . The Bulls ( 31 - 33 ) had to play this game extremely shorthanded and they did n't play their best . Jimmy Butler was the player of the game , as he tallied 21 points , four rebounds and nine assists . Jerian Grant was second on the team , totaling 13 points and five rebounds . The Bulls will look to bounce back on Friday in a road matchup against the Philadelphia 76ers .",sys4
643#3#4,"The Orlando Magic defeated the Chicago Bulls , 98 - 91 , at Amway Center on Saturday evening . The Bulls ( 24 - 41 ) checked in to Wednesday 's contest with a golden opportunity to keep their faint playoff hopes alive , as the Bulls ( 31 - 41 ) were able to pierce Orlando 's armor Wednesday , touching up Gregg Popovich 's crew for a season - high 98 points . Orlando was led by Elfrid Payton , who posted a 22 - point , 14 - assist double - double that also included 14 rebounds , two steals and two blocks . Evan Fournier was next with 20 points , two assists , nine rebounds and two steals . Terrence Ross was next with a bench - leading 14 points , which he supplemented with three rebounds and one assist . Jerian Grant tallied 13 points , along with five rebounds , two assists and one steal . Robin Lopez provided 10 points , nine rebounds , one assist and two blocks . Cristiano Felicio led the bench with 11 points , two rebounds and one assist . Jimmy Butler led the Magic with 21 points , nine assists , four rebounds , one steal and one block . Evan Fournier registered 20 points , nine rebounds , two assists and two steals . Jerian Grant registered 13 points , five rebounds , two assists and one steal . Cristiano Felicio supplied a 11 - point , 2 - rebound double - double that also included one assist and one block . Aaron Gordon led the second unit with 13 points , four rebounds , two steals and one block . Jimmy Butler led the Bulls with 21 points , four rebounds , nine assists , one steal and one block . Terrence Ross led the bench with 14 points , three rebounds and one assist . Jerian Grant provided 13 points , five rebounds , two assists and one steal . Robin Lopez provided 10 points , nine boards , one assist and two blocks . Cristiano Felicio led the bench with 11 points , two rebounds and one assist . The Bulls head back home to tangle with the Golden State Warriors on Friday night , while the Magic remain home to tangle with the Miami Heat on Monday evening .",sys3,"The Orlando Magic ( 24 - 41 ) defeated the Chicago Bulls ( 31 - 33 ) 98 - 91 on Friday . The Magic came into this game as a double - digit favorite , but they did n't disappoint in this game . In fact , the Magic led by 10 after the first quarter and took a lead into the half . Rebounding was the difference in the game , with Orlando winning that battle , 48 - 44 . The Bulls ( 31 - 33 ) had to play this game extremely shorthanded and they did n't play their best . Elfrid Payton led the team in scoring , as he tallied 22 points , 14 rebounds and 14 assists . Evan Fournier was second on the team , as he tallied 20 points , nine rebounds and two steals . Terrence Ross was second on the team , finishing with 14 points and three rebounds . All five starters scored in double figures for the Magic , as they shot just 42 percent from the field . The Bulls ( 31 - 33 ) had to play this game extremely shorthanded and they did n't play their best . Jimmy Butler was the player of the game , as he tallied 21 points , four rebounds and nine assists . Jerian Grant was second on the team , totaling 13 points and five rebounds . The Bulls will look to bounce back on Friday in a road matchup against the Philadelphia 76ers .",sys4
204#1#0,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 . Andrea Bargnani scored 25 points ( 10 - 20 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 7 rebounds . Isaiah Thomas scored 18 points ( 4 - 13 FG , 2 - 7 3PT , 8 - 9 FT ) to go with 1 rebounds . Jae Crowder scored 17 points ( 5 - 12 FG , 0 - 3 3PT , 7 - 8 FT ) to go with 9 rebounds . Brandon Bass scored 16 points ( 4 - 7 FG , 0 - 1 3PT , 8 - 10 FT ) to go with 10 rebounds . Evan Turner scored 15 points ( 5 - 10 FG , 0 - 1 3PT , 5 - 7 FT ) to go with 7 rebounds . Shane Larkin scored 14 points ( 7 - 13 FG , 0 - 1 3PT , 0 - 1 FT ) to go with 1 rebounds . The Boston Celtics ' next game will be at home against the Dallas Mavericks, while the New York Knicks will travel to play the Bulls .",sys1,"The Boston Celtics ( 32 - 40 ) beat the New York Knicks ( 14 - 59 ) 96 - 92 on Friday . Mini-Manimal Jae Crowder was at it again on Friday . He came off the bench and scored 17 points to go along with nine rebounds in 29 minutes of ferocious energy . He 's averaged 15 points , 7 rebounds and 1 steals over his past five games . Crowder has also been doing a nice job of attacking the basket and getting to the free throw line . Over his last two games he 's got to the charity stripe 19 times and sank 15 of those attempts . His improved play has been a key cog in the Celtics establishing themselves as a playoff contender . It also did n't hurt to have Isaiah Thomas back and looking like his old self again . Thomas had 18 points and six assists in just his second game back from injury . He had an under whelming performance in his return to the lineup on Wednesday against Miami , scoring just four points on seven shots in 20 minutes . The 12 million dollar man Andrea Bargnani had a nice overall game against the Celtics . He finished with 25 points , seven rebounds , four assists and two blocks . The 25 points tied a season high , the third time he 's done that this season . He almost led the Knicks to their first victory since they inexplicably beat the San Antonio Spurs back on Mar . 17 , they 've lost six straight since that game . The Chicago Bulls will host the Knicks on Saturday . The Celtics next tilt is against former coach Doc Rivers and the Los Angeles Clippers on Sunday .",sys0
204#2#0,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 on Wednesday at Madison Square Garden in New York . The Celtics got off to a quick start in this one , out - scoring the Knicks 67 - 45 in the first half alone . The Knicks were the superior shooters in this game , going 44 percent from the field and 20 percent from the three - point line , while the Knicks went 44 percent from the floor and 29 percent from beyond the arc . The Celtics were led by the duo of Isaiah Thomas and Isaiah Thomas . Thomas went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 17 points and 7 assists on the season . Thomas on the other hand went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 15 points and 7 assists on the season . Thomas on the other hand went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 15 points and 7 assists on the season . Isaiah Thomas had a solid showing as well , scoring 18 points ( 4 - 13 FG , 2 - 7 3Pt , 8 - 9 FT ) and dishing out six assists . He 's now averaging 15 points and 7 assists on the season . The Celtics were led by the duo of Isaiah Thomas and Isaiah Thomas . Thomas went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 17 points and 7 assists on the season . Thomas on the other hand went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 15 points and 7 assists on the season . Isaiah Thomas chipped in with 18 points ( 4 - 13 FG , 2 - 7 3Pt , 8 - 9 FT ) and six assists as well . The Celtics ' next game will be on the road against the Detroit Pistons on Friday , while the Knicks will travel to Charlotte to play the Hornets on Wednesday .",sys2,"The Boston Celtics ( 32 - 40 ) beat the New York Knicks ( 14 - 59 ) 96 - 92 on Friday . Mini-Manimal Jae Crowder was at it again on Friday . He came off the bench and scored 17 points to go along with nine rebounds in 29 minutes of ferocious energy . He 's averaged 15 points , 7 rebounds and 1 steals over his past five games . Crowder has also been doing a nice job of attacking the basket and getting to the free throw line . Over his last two games he 's got to the charity stripe 19 times and sank 15 of those attempts . His improved play has been a key cog in the Celtics establishing themselves as a playoff contender . It also did n't hurt to have Isaiah Thomas back and looking like his old self again . Thomas had 18 points and six assists in just his second game back from injury . He had an under whelming performance in his return to the lineup on Wednesday against Miami , scoring just four points on seven shots in 20 minutes . The 12 million dollar man Andrea Bargnani had a nice overall game against the Celtics . He finished with 25 points , seven rebounds , four assists and two blocks . The 25 points tied a season high , the third time he 's done that this season . He almost led the Knicks to their first victory since they inexplicably beat the San Antonio Spurs back on Mar . 17 , they 've lost six straight since that game . The Chicago Bulls will host the Knicks on Saturday . The Celtics next tilt is against former coach Doc Rivers and the Los Angeles Clippers on Sunday .",sys0
204#0#3,"The Boston Celtics ( 32 - 40 ) beat the New York Knicks ( 14 - 59 ) 96 - 92 on Friday . Mini-Manimal Jae Crowder was at it again on Friday . He came off the bench and scored 17 points to go along with nine rebounds in 29 minutes of ferocious energy . He 's averaged 15 points , 7 rebounds and 1 steals over his past five games . Crowder has also been doing a nice job of attacking the basket and getting to the free throw line . Over his last two games he 's got to the charity stripe 19 times and sank 15 of those attempts . His improved play has been a key cog in the Celtics establishing themselves as a playoff contender . It also did n't hurt to have Isaiah Thomas back and looking like his old self again . Thomas had 18 points and six assists in just his second game back from injury . He had an under whelming performance in his return to the lineup on Wednesday against Miami , scoring just four points on seven shots in 20 minutes . The 12 million dollar man Andrea Bargnani had a nice overall game against the Celtics . He finished with 25 points , seven rebounds , four assists and two blocks . The 25 points tied a season high , the third time he 's done that this season . He almost led the Knicks to their first victory since they inexplicably beat the San Antonio Spurs back on Mar . 17 , they 've lost six straight since that game . The Chicago Bulls will host the Knicks on Saturday . The Celtics next tilt is against former coach Doc Rivers and the Los Angeles Clippers on Sunday .",sys0,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 on Wednesday at Madison Square Garden in New York . The Celtics were the superior shooters in this game , going 42 percent from the field and 20 percent from the three - point line , while the Knicks went 44 percent from the floor and 29 percent from beyond the arc . The Celtics were led by the duo of Isaiah Thomas and Andrea Bargnani . Bargnani had his best game of the season with 25 points ( 10 - 20 FG , 2 - 5 3Pt , 3 - 4 FT ) and seven rebounds , while Thomas added 18 points ( 4 - 13 FG , 2 - 7 3Pt , 8 - 9 FT ) and six assists . It was his second double - double in a row , as he 's combined for 42 points and 59 rebounds over his last two games . Jae Crowder also had a solid showing as well , recording 17 points ( 5 - 12 FG , 0 - 3 3Pt , 7 - 8 FT ) , nine rebounds and two steals . He 's now averaging 16 points and 5 rebounds on the year . Evan Turner was the only other player to reach double figures in points . He finished with 15 points ( 5 - 10 FG , 0 - 1 3Pt , 5 - 7 FT ) , seven rebounds and five blocked shots . It marked his second double - double in a row , a stretch where he 's combined for 26 points and 7 rebounds . Coming off the bench , Shane Larkin finished with 14 points ( 7 - 13 FG , 0 - 1 3Pt , 0 - 1 FT ) and six assists . The Celtics ' next game will be on the road against the Detroit Pistons on Wednesday , while the Knicks will travel to Charlotte to play the Hornets on Wednesday .",sys3
204#0#4,"The Boston Celtics ( 32 - 40 ) beat the New York Knicks ( 14 - 59 ) 96 - 92 on Friday . Mini-Manimal Jae Crowder was at it again on Friday . He came off the bench and scored 17 points to go along with nine rebounds in 29 minutes of ferocious energy . He 's averaged 15 points , 7 rebounds and 1 steals over his past five games . Crowder has also been doing a nice job of attacking the basket and getting to the free throw line . Over his last two games he 's got to the charity stripe 19 times and sank 15 of those attempts . His improved play has been a key cog in the Celtics establishing themselves as a playoff contender . It also did n't hurt to have Isaiah Thomas back and looking like his old self again . Thomas had 18 points and six assists in just his second game back from injury . He had an under whelming performance in his return to the lineup on Wednesday against Miami , scoring just four points on seven shots in 20 minutes . The 12 million dollar man Andrea Bargnani had a nice overall game against the Celtics . He finished with 25 points , seven rebounds , four assists and two blocks . The 25 points tied a season high , the third time he 's done that this season . He almost led the Knicks to their first victory since they inexplicably beat the San Antonio Spurs back on Mar . 17 , they 've lost six straight since that game . The Chicago Bulls will host the Knicks on Saturday . The Celtics next tilt is against former coach Doc Rivers and the Los Angeles Clippers on Sunday .",sys0,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 on Monday . Isaiah Thomas came off the bench and scored 18 points in 24 minutes off the bench . Brandon Bass had a double - double of 16 points and 10 rebounds in 36 minutes . Jae Crowder came off the bench to score 17 points on 5 - of - 12 shooting and grabbing nine rebounds in 29 minutes off the bench . As a team , the Celtics shot just 42 percent from the field and 20 percent from three - point range . The Knicks shot just 44 percent from the field and 29 percent from three - point range . Andrea Bargnani led the team in scoring with 25 points on 10 - of - 20 shooting , to go along with seven rebounds , four assists and two blocks , in 39 minutes . Langston Galloway chipped in 12 points , six assists , three rebounds and three steals , in 32 minutes . Shane Larkin chipped in 14 points , six assists , one rebound and one steal , in 44 minutes . The Knicks shot 44 percent from the field and 29 percent from beyond the arc .",sys4
204#2#1,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 on Wednesday at Madison Square Garden in New York . The Celtics got off to a quick start in this one , out - scoring the Knicks 67 - 45 in the first half alone . The Knicks were the superior shooters in this game , going 44 percent from the field and 20 percent from the three - point line , while the Knicks went 44 percent from the floor and 29 percent from beyond the arc . The Celtics were led by the duo of Isaiah Thomas and Isaiah Thomas . Thomas went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 17 points and 7 assists on the season . Thomas on the other hand went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 15 points and 7 assists on the season . Thomas on the other hand went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 15 points and 7 assists on the season . Isaiah Thomas had a solid showing as well , scoring 18 points ( 4 - 13 FG , 2 - 7 3Pt , 8 - 9 FT ) and dishing out six assists . He 's now averaging 15 points and 7 assists on the season . The Celtics were led by the duo of Isaiah Thomas and Isaiah Thomas . Thomas went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 17 points and 7 assists on the season . Thomas on the other hand went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 15 points and 7 assists on the season . Isaiah Thomas chipped in with 18 points ( 4 - 13 FG , 2 - 7 3Pt , 8 - 9 FT ) and six assists as well . The Celtics ' next game will be on the road against the Detroit Pistons on Friday , while the Knicks will travel to Charlotte to play the Hornets on Wednesday .",sys2,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 . Andrea Bargnani scored 25 points ( 10 - 20 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 7 rebounds . Isaiah Thomas scored 18 points ( 4 - 13 FG , 2 - 7 3PT , 8 - 9 FT ) to go with 1 rebounds . Jae Crowder scored 17 points ( 5 - 12 FG , 0 - 3 3PT , 7 - 8 FT ) to go with 9 rebounds . Brandon Bass scored 16 points ( 4 - 7 FG , 0 - 1 3PT , 8 - 10 FT ) to go with 10 rebounds . Evan Turner scored 15 points ( 5 - 10 FG , 0 - 1 3PT , 5 - 7 FT ) to go with 7 rebounds . Shane Larkin scored 14 points ( 7 - 13 FG , 0 - 1 3PT , 0 - 1 FT ) to go with 1 rebounds . The Boston Celtics ' next game will be at home against the Dallas Mavericks, while the New York Knicks will travel to play the Bulls .",sys1
204#1#3,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 . Andrea Bargnani scored 25 points ( 10 - 20 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 7 rebounds . Isaiah Thomas scored 18 points ( 4 - 13 FG , 2 - 7 3PT , 8 - 9 FT ) to go with 1 rebounds . Jae Crowder scored 17 points ( 5 - 12 FG , 0 - 3 3PT , 7 - 8 FT ) to go with 9 rebounds . Brandon Bass scored 16 points ( 4 - 7 FG , 0 - 1 3PT , 8 - 10 FT ) to go with 10 rebounds . Evan Turner scored 15 points ( 5 - 10 FG , 0 - 1 3PT , 5 - 7 FT ) to go with 7 rebounds . Shane Larkin scored 14 points ( 7 - 13 FG , 0 - 1 3PT , 0 - 1 FT ) to go with 1 rebounds . The Boston Celtics ' next game will be at home against the Dallas Mavericks, while the New York Knicks will travel to play the Bulls .",sys1,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 on Wednesday at Madison Square Garden in New York . The Celtics were the superior shooters in this game , going 42 percent from the field and 20 percent from the three - point line , while the Knicks went 44 percent from the floor and 29 percent from beyond the arc . The Celtics were led by the duo of Isaiah Thomas and Andrea Bargnani . Bargnani had his best game of the season with 25 points ( 10 - 20 FG , 2 - 5 3Pt , 3 - 4 FT ) and seven rebounds , while Thomas added 18 points ( 4 - 13 FG , 2 - 7 3Pt , 8 - 9 FT ) and six assists . It was his second double - double in a row , as he 's combined for 42 points and 59 rebounds over his last two games . Jae Crowder also had a solid showing as well , recording 17 points ( 5 - 12 FG , 0 - 3 3Pt , 7 - 8 FT ) , nine rebounds and two steals . He 's now averaging 16 points and 5 rebounds on the year . Evan Turner was the only other player to reach double figures in points . He finished with 15 points ( 5 - 10 FG , 0 - 1 3Pt , 5 - 7 FT ) , seven rebounds and five blocked shots . It marked his second double - double in a row , a stretch where he 's combined for 26 points and 7 rebounds . Coming off the bench , Shane Larkin finished with 14 points ( 7 - 13 FG , 0 - 1 3Pt , 0 - 1 FT ) and six assists . The Celtics ' next game will be on the road against the Detroit Pistons on Wednesday , while the Knicks will travel to Charlotte to play the Hornets on Wednesday .",sys3
204#1#4,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 . Andrea Bargnani scored 25 points ( 10 - 20 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 7 rebounds . Isaiah Thomas scored 18 points ( 4 - 13 FG , 2 - 7 3PT , 8 - 9 FT ) to go with 1 rebounds . Jae Crowder scored 17 points ( 5 - 12 FG , 0 - 3 3PT , 7 - 8 FT ) to go with 9 rebounds . Brandon Bass scored 16 points ( 4 - 7 FG , 0 - 1 3PT , 8 - 10 FT ) to go with 10 rebounds . Evan Turner scored 15 points ( 5 - 10 FG , 0 - 1 3PT , 5 - 7 FT ) to go with 7 rebounds . Shane Larkin scored 14 points ( 7 - 13 FG , 0 - 1 3PT , 0 - 1 FT ) to go with 1 rebounds . The Boston Celtics ' next game will be at home against the Dallas Mavericks, while the New York Knicks will travel to play the Bulls .",sys1,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 on Monday . Isaiah Thomas came off the bench and scored 18 points in 24 minutes off the bench . Brandon Bass had a double - double of 16 points and 10 rebounds in 36 minutes . Jae Crowder came off the bench to score 17 points on 5 - of - 12 shooting and grabbing nine rebounds in 29 minutes off the bench . As a team , the Celtics shot just 42 percent from the field and 20 percent from three - point range . The Knicks shot just 44 percent from the field and 29 percent from three - point range . Andrea Bargnani led the team in scoring with 25 points on 10 - of - 20 shooting , to go along with seven rebounds , four assists and two blocks , in 39 minutes . Langston Galloway chipped in 12 points , six assists , three rebounds and three steals , in 32 minutes . Shane Larkin chipped in 14 points , six assists , one rebound and one steal , in 44 minutes . The Knicks shot 44 percent from the field and 29 percent from beyond the arc .",sys4
204#3#2,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 on Wednesday at Madison Square Garden in New York . The Celtics were the superior shooters in this game , going 42 percent from the field and 20 percent from the three - point line , while the Knicks went 44 percent from the floor and 29 percent from beyond the arc . The Celtics were led by the duo of Isaiah Thomas and Andrea Bargnani . Bargnani had his best game of the season with 25 points ( 10 - 20 FG , 2 - 5 3Pt , 3 - 4 FT ) and seven rebounds , while Thomas added 18 points ( 4 - 13 FG , 2 - 7 3Pt , 8 - 9 FT ) and six assists . It was his second double - double in a row , as he 's combined for 42 points and 59 rebounds over his last two games . Jae Crowder also had a solid showing as well , recording 17 points ( 5 - 12 FG , 0 - 3 3Pt , 7 - 8 FT ) , nine rebounds and two steals . He 's now averaging 16 points and 5 rebounds on the year . Evan Turner was the only other player to reach double figures in points . He finished with 15 points ( 5 - 10 FG , 0 - 1 3Pt , 5 - 7 FT ) , seven rebounds and five blocked shots . It marked his second double - double in a row , a stretch where he 's combined for 26 points and 7 rebounds . Coming off the bench , Shane Larkin finished with 14 points ( 7 - 13 FG , 0 - 1 3Pt , 0 - 1 FT ) and six assists . The Celtics ' next game will be on the road against the Detroit Pistons on Wednesday , while the Knicks will travel to Charlotte to play the Hornets on Wednesday .",sys3,"The Boston Celtics ( 32 - 40 ) defeated the New York Knicks ( 14 - 59 ) 96 - 92 on Wednesday at Madison Square Garden in New York . The Celtics got off to a quick start in this one , out - scoring the Knicks 67 - 45 in the first half alone . The Knicks were the superior shooters in this game , going 44 percent from the field and 20 percent from the three - point line , while the Knicks went 44 percent from the floor and 29 percent from beyond the arc . The Celtics were led by the duo of Isaiah Thomas and Isaiah Thomas . Thomas went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 17 points and 7 assists on the season . Thomas on the other hand went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 15 points and 7 assists on the season . Thomas on the other hand went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 15 points and 7 assists on the season . Isaiah Thomas had a solid showing as well , scoring 18 points ( 4 - 13 FG , 2 - 7 3Pt , 8 - 9 FT ) and dishing out six assists . He 's now averaging 15 points and 7 assists on the season . The Celtics were led by the duo of Isaiah Thomas and Isaiah Thomas . Thomas went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 17 points and 7 assists on the season . Thomas on the other hand went 4 - for - 13 from the field and 2 - for - 7 from the three - point line to score 18 points , while also adding six assists . He 's now averaging 15 points and 7 assists on the season . Isaiah Thomas chipped in with 18 points ( 4 - 13 FG , 2 - 7 3Pt , 8 - 9 FT ) and six assists as well . The Celtics ' next game will be on the road against the Detroit Pistons on Friday , while the Knicks will travel to Charlotte to play the Hornets on Wednesday .",sys2
